LIMS Auftrag;Probe;Probenahmedatum;Probenahmezeit;Gauss Hoch;Gauss Rechts;Entnahmestelle;Externe Bezeichnung;Anzeigewert;Einheit
2014-2473;0016;22.07.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 16;Tiefe;35,5;m
2014-0364;0003;04.02.2014;10:30:00;373719,3;5658588,59;Boje B Tiefenstufe 4m;;4,0;
2014-0252;0003;28.01.2014;09:20:00;373719,3;5658588,59;Boje B Sondenparameter 03;;8,0;
2014-3223;0010;16.09.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 10;Tiefe;23,0;m
2014-2473;0014;22.07.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 14;Tiefe;28,0;m
2014-0364;0002;04.02.2014;10:30:00;373719,3;5658588,59;Boje B Tiefenstufe 2m;;2,0;
2014-2639;0004;05.08.2014;10:20:00;373059,55;5658958,10;Eturm Sondenparameter 04;Tiefe;6,0;m
2014-2549;0019;29.07.2014;10:00:00;374556,98;5659393,1;Boje C Sondenparameter 09;Tiefe;20,0;m
2014-2640;0007;05.08.2014;11:50:00;373719,3;5658588,59;Boje B Tiefenstufe 15m;Tiefe;15,0;m
2014-4378;0012;09.12.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 12;Tiefe;22,0;m
2014-2639;0012;05.08.2014;10:20:00;373059,55;5658958,10;Eturm Sondenparameter 12;Tiefe;23,0;m
2014-2640;0003;05.08.2014;11:50:00;373719,3;5658588,59;Boje B Tiefenstufe 4m;Tiefe;4,0;m
2014-0364;0013;04.02.2014;10:30:00;373719,3;5658588,59;Boje B 0,5m über Grund;;35,0;
2014-0364;0006;04.02.2014;10:30:00;373719,3;5658588,59;Boje B Tiefenstufe 10m;;10,0;
2014-2288;0003;08.07.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 03;Tiefe;4,0;m
2014-0365;0014;04.02.2014;09:25:00;373059,55;5658958,10;Eturm Sondenparameter 14;;29,0;
2014-0504;0027;10.02.2014;10:30:00;375415,4;5659285,28;Boje D Sondenparameter 07;;16,0;
2014-2080;0019;16.06.2014;10:15:00;374556,98;5659393,1;Boje C Sondenparameter 09;Tiefe;20,0;m
2014-3552;0009;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 09;Tiefe;18,0;m
2014-3945;0015;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 15;Tiefe;26,0;m
2014-3945;0011;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 11;Tiefe;21,0;m
2014-4179;0007;24.11.2014;10:00:00;373059,55;5658958,10;Eturm Sondenparameter 07;Tiefe;17,0;m
2014-0365;0007;04.02.2014;09:25:00;373059,55;5658958,10;Eturm Sondenparameter 07;;13,0;
2014-3552;0012;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 12;Tiefe;22,0;m
2014-2080;0017;16.06.2014;10:15:00;374556,98;5659393,1;Boje C Sondenparameter 07;Tiefe;13,0;m
2014-2549;0034;29.07.2014;11:10:00;376510,19;5660027,58;Boje E Sondenparameter 04;Tiefe;3,0;m
2014-2080;0011;16.06.2014;10:15:00;374556,98;5659393,1;Boje C Sondenparameter 01;Tiefe;0,0;m
2014-0365;0003;04.02.2014;09:25:00;373059,55;5658958,10;Eturm Sondenparameter 03;;4,0;
2014-0365;0002;04.02.2014;09:25:00;373059,55;5658958,10;Eturm Sondenparameter 02;;2,0;
2014-2471;0009;22.07.2014;11:15:00;373719,3;5658588,59;Boje B Tiefenstufe 25m;Tiefe;25,0;m
2014-2080;0009;16.06.2014;09:30:00;373719,3;5658588,59;Boje B Sondenparameter 09;Tiefe;30,9;m
2014-2288;0007;08.07.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 07;Tiefe;13,0;m
2014-0364;0004;04.02.2014;10:30:00;373719,3;5658588,59;Boje B Tiefenstufe 6m;;6,0;
2014-3554;0002;14.10.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 2m;Tiefe;2,0;m
2014-3291;0036;23.09.2014;11:10:00;376510,19;5660027,58;Boje E Sondenparameter 06;Tiefe;5,0;m
2014-3554;0008;14.10.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Tiefe;20,0;m
2014-0141;0005;21.01.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;;8,0;
2014-3223;0014;16.09.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 14;Tiefe;29,0;m
2014-3552;0011;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 11;Tiefe;20,0;m
2014-3552;0015;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 15;Tiefe;28,0;m
2014-3662;0030;20.10.2014;11:20:00;375415,4;5659285,28;Boje D Sondenparameter 10;Tiefe;16,8;m
2014-0143;0011;21.01.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 11;;21,0;
2014-2080;0015;16.06.2014;10:15:00;374556,98;5659393,1;Boje C Sondenparameter 05;Tiefe;8,0;m
2014-0252;0016;28.01.2014;10:20:00;374556,98;5659393,1;Boje C Sondenparameter 06;;18,0;
2014-4379;0002;09.12.2014;11:10:00;373719,3;5658588,59;Boje B Tiefenstufe 2m;Tiefe;2,0;m
2014-2640;0013;05.08.2014;11:50:00;373719,3;5658588,59;Boje B 0,5m über Grund;Tiefe;31,1;m
2014-4379;0008;09.12.2014;11:10:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Tiefe;20,0;m
2014-2639;0010;05.08.2014;10:20:00;373059,55;5658958,10;Eturm Sondenparameter 10;Tiefe;19,0;m
2014-4179;0015;24.11.2014;10:00:00;373059,55;5658958,10;Eturm Sondenparameter 15;Tiefe;26,0;m
2014-3662;0009;20.10.2014;09:50:00;373719,3;5658588,59;Boje B Sondenparameter 09;Tiefe;27,0;m
2014-0141;0007;21.01.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 15m;;15,0;
2014-3552;0013;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 13;Tiefe;24,0;m
2014-4179;0011;24.11.2014;10:00:00;373059,55;5658958,10;Eturm Sondenparameter 11;Tiefe;21,0;m
2014-0143;0001;21.01.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 01;;0,0;
2014-2639;0014;05.08.2014;10:20:00;373059,55;5658958,10;Eturm Sondenparameter 14;Tiefe;27,0;m
2014-0141;0011;21.01.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 35m;;35,0;
2014-3554;0010;14.10.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 30m;Tiefe;30,0;m
2014-4379;0001;09.12.2014;11:10:00;373719,3;5658588,59;Boje B Tiefenstufe 0m;Tiefe;0,1;m
2014-3662;0015;20.10.2014;10:40:00;374556,98;5659393,1;Boje C Sondenparameter 05;Tiefe;11,0;m
2014-4379;0009;09.12.2014;11:10:00;373719,3;5658588,59;Boje B Tiefenstufe 25m;Tiefe;25,0;m
2014-2471;0008;22.07.2014;11:15:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Tiefe;20,0;m
2014-4379;0004;09.12.2014;11:10:00;373719,3;5658588,59;Boje B Tiefenstufe 6m;Tiefe;6,0;m
2014-0141;0006;21.01.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 10m;;10,0;
2014-3552;0010;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 10;Tiefe;19,0;m
2014-2291;0008;08.07.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Tiefe;20,0;m
2014-2291;0002;08.07.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 2m;Tiefe;2,0;m
2014-2640;0004;05.08.2014;11:50:00;373719,3;5658588,59;Boje B Tiefenstufe 6m;Tiefe;6,0;m
2014-3662;0011;20.10.2014;10:40:00;374556,98;5659393,1;Boje C Sondenparameter 01;Tiefe;0,0;m
2014-2640;0006;05.08.2014;11:50:00;373719,3;5658588,59;Boje B Tiefenstufe 10m;Tiefe;10,0;m
2014-0365;0016;04.02.2014;09:25:00;373059,55;5658958,10;Eturm Sondenparameter 16;;36,0;
2014-3003;0002;02.09.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 02;Tiefe;2,0;m
2014-4379;0006;09.12.2014;11:10:00;373719,3;5658588,59;Boje B Tiefenstufe 10m;Tiefe;10,0;m
2014-2639;0006;05.08.2014;10:20:00;373059,55;5658958,10;Eturm Sondenparameter 06;Tiefe;10,0;m
2014-2288;0001;08.07.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 01;Tiefe;0,0;m
2014-4179;0006;24.11.2014;10:00:00;373059,55;5658958,10;Eturm Sondenparameter 06;Tiefe;16,0;m
2014-3554;0009;14.10.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 25m;Tiefe;25,0;m
2014-3552;0004;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 04;Tiefe;9,0;m
2014-3554;0001;14.10.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 0m;Tiefe;0,0;m
2014-3552;0006;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 06;Tiefe;13,0;m
2014-0141;0003;21.01.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 4m;;4,0;
2014-3291;0040;23.09.2014;11:10:00;376510,19;5660027,58;Boje E Sondenparameter 10;Tiefe;7,5;m
2014-2080;0029;16.06.2014;10:50:00;375415,4;5659285,28;Boje D Sondenparameter 09;Tiefe;18,0;m
2014-4179;0004;24.11.2014;10:00:00;373059,55;5658958,10;Eturm Sondenparameter 04;Tiefe;12,0;m
2014-4378;0010;09.12.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 10;Tiefe;18,0;m
2014-1315;0005;15.04.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 05;Tiefe;7,0;m
2014-0741;0007;04.03.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 15m;Tiefe;15,0;m
2014-3945;0008;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 08;Tiefe;18,0;m
2014-3945;0002;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 02;Tiefe;4,0;m
2014-0532;0006;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 06;Tiefe;13,0;m
2014-1856;0006;27.05.2014;10:30:00;373059,55;5658958,10;Eturm Sondenparameter 06;Tiefe;10,0;m
2014-0532;0003;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 03;Tiefe;5,0;m
2014-0741;0006;04.03.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 10m;Tiefe;10,0;m
2014-1661;0013;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 13;Tiefe;26,0;m
2014-0905;0010;18.03.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 10;Tiefe;24,0;m
2014-1661;0006;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 06;Tiefe;10,0;m
2014-0905;0015;18.03.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 15;Tiefe;36,0;m
2014-0908;0006;18.03.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 10m;Tiefe;10,0;m
2014-0908;0004;18.03.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 6m;Tiefe;6,0;m
2014-2022;0002;10.06.2014;09:00:00;373719,3;5658588,59;Boje B Tiefenstufe 2m;Tiefe;2,0;m
2014-2549;0013;29.07.2014;10:00:00;374556,98;5659393,1;Boje C Sondenparameter 03;Tiefe;6,0;m
2014-0741;0011;04.03.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 35m;Tiefe;35,0;m
2014-0532;0005;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 05;Tiefe;10,0;m
2014-2933;0029;26.08.2014;10:40:00;375415,4;5659285,28;Boje D Sondenparameter 09;Tiefe;17,0;m
2014-2080;0021;16.06.2014;10:50:00;375415,4;5659285,28;Boje D Sondenparameter 01;Tiefe;0,0;m
2014-0742;0004;04.03.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 04;Tiefe;6,0;m
2014-3944;0005;11.11.2014;11:05:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;Tiefe;8,0;m
2014-3747;0009;28.10.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 25m;Tiefe;25,0;m
2014-0905;0011;18.03.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 11;Tiefe;26,0;m
2014-3662;0010;20.10.2014;09:50:00;373719,3;5658588,59;Boje B Sondenparameter 10;Tiefe;28,8;m
2014-0905;0013;18.03.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 13;Tiefe;30,0;m
2014-3003;0003;02.09.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 03;Tiefe;4,1;m
2014-3944;0013;11.11.2014;11:05:00;373719,3;5658588,59;Boje B 0,5m über Grund;Tiefe;28,3;m
2014-0532;0007;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 07;Tiefe;16,0;m
2014-0908;0008;18.03.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Tiefe;20,0;m
2014-1661;0005;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 05;Tiefe;8,0;m
2014-2933;0031;26.08.2014;11:10:00;376510,19;5660027,58;Boje E Sondenparameter 01;Tiefe;0,0;m
2014-0143;0003;21.01.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 03;;4,0;
2014-2022;0003;10.06.2014;09:00:00;373719,3;5658588,59;Boje B Tiefenstufe 4m;Tiefe;4,0;m
2014-1661;0015;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 15;Tiefe;31,0;m
2014-0742;0008;04.03.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 08;Tiefe;16,0;m
2014-2080;0007;16.06.2014;09:30:00;373719,3;5658588,59;Boje B Sondenparameter 07;Tiefe;24,0;m
2014-3223;0001;16.09.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 01;Tiefe;0,0;m
2014-0741;0004;04.03.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 6m;Tiefe;6,0;m
2014-0013;0016;07.01.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 16;;35,0;
2014-3222;0009;16.09.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 25m;Tiefe;25,0;m
2014-0532;0012;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 12;Tiefe;29,0;m
2014-2549;0015;29.07.2014;10:00:00;374556,98;5659393,1;Boje C Sondenparameter 05;Tiefe;12,0;m
2014-3748;0008;28.10.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 08;Tiefe;17,0;m
2014-3748;0002;28.10.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 02;Tiefe;3,0;m
2014-1661;0004;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 04;Tiefe;6,0;m
2014-0742;0005;04.03.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 05;Tiefe;8,0;m
2014-2080;0013;16.06.2014;10:15:00;374556,98;5659393,1;Boje C Sondenparameter 03;Tiefe;4,0;m
2014-0908;0013;18.03.2014;10:15:00;373719,3;5658588,59;Boje B 0,5m über Grund;Tiefe;36,0;m
2014-2933;0020;26.08.2014;10:00:00;374556,98;5659393,1;Boje C Sondenparameter 10;Tiefe;21,7;m
2014-1661;0014;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 14;Tiefe;29,0;m
2014-1858;0005;27.05.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;Tiefe;8,0;m
2014-1858;0003;27.05.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 4m;Tiefe;4,1;m
2014-0532;0004;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 04;Tiefe;8,0;m
2014-2022;0008;10.06.2014;09:00:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Tiefe;20,0;m
2014-1858;0010;27.05.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 30m;Tiefe;30,0;m
2014-1661;0002;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 02;Tiefe;1,0;m
2014-1858;0009;27.05.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 25m;Tiefe;25,0;m
2014-2933;0037;26.08.2014;11:10:00;376510,19;5660027,58;Boje E Sondenparameter 07;Tiefe;6,0;m
2014-0908;0011;18.03.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 35m;Tiefe;35,0;m
2014-3945;0003;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 03;Tiefe;8,0;m
2014-2549;0035;29.07.2014;11:10:00;376510,19;5660027,58;Boje E Sondenparameter 05;Tiefe;4,0;m
2014-0742;0015;04.03.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 15;Tiefe;33,0;m
2014-3945;0014;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 14;Tiefe;24,0;m
2014-2640;0008;05.08.2014;11:50:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Tiefe;20,0;m
2014-3662;0034;20.10.2014;11:40:00;376510,19;5660027,58;Boje E Sondenparameter 04;Tiefe;3,0;m
2014-0908;0002;18.03.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 2m;Tiefe;2,0;m
2014-3944;0004;11.11.2014;11:05:00;373719,3;5658588,59;Boje B Tiefenstufe 6m;Tiefe;6,0;m
2014-3944;0003;11.11.2014;11:05:00;373719,3;5658588,59;Boje B Tiefenstufe 4m;Tiefe;4,0;m
2014-2549;0011;29.07.2014;10:00:00;374556,98;5659393,1;Boje C Sondenparameter 01;Tiefe;0,0;m
2014-3944;0007;11.11.2014;11:05:00;373719,3;5658588,59;Boje B Tiefenstufe 15m;Tiefe;15,0;m
2014-1456;0016;29.04.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 16;Tiefe;35,5;m
2014-0252;0002;28.01.2014;09:20:00;373719,3;5658588,59;Boje B Sondenparameter 02;;4,0;
2014-1456;0010;29.04.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 10;Tiefe;21,0;m
2014-0908;0003;18.03.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 4m;Tiefe;4,0;m
2014-0905;0005;18.03.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 05;Tiefe;12,0;m
2014-3748;0004;28.10.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 04;Tiefe;9,0;m
2014-2549;0002;29.07.2014;08:50:00;373719,3;5658588,59;Boje B Sondenparameter 02;Tiefe;4,0;m
2014-2080;0006;16.06.2014;09:30:00;373719,3;5658588,59;Boje B Sondenparameter 06;Tiefe;20,0;m
2014-1456;0012;29.04.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 12;Tiefe;26,0;m
2014-3748;0006;28.10.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 06;Tiefe;13,0;m
2014-1458;0009;29.04.2014;09:00:00;373719,3;5658588,59;Boje B Tiefenstufe 25m;Tiefe;25,0;m
2014-3662;0026;20.10.2014;11:20:00;375415,4;5659285,28;Boje D Sondenparameter 06;Tiefe;9,0;m
2014-3944;0006;11.11.2014;11:05:00;373719,3;5658588,59;Boje B Tiefenstufe 10m;Tiefe;10,0;m
2014-1456;0009;29.04.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 09;Tiefe;18,0;m
2014-2080;0020;16.06.2014;10:15:00;374556,98;5659393,1;Boje C Sondenparameter 10;Tiefe;22,5;m
2014-0905;0008;18.03.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 08;Tiefe;19,0;m
2014-1458;0008;29.04.2014;09:00:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Tiefe;20,0;m
2014-2549;0008;29.07.2014;08:50:00;373719,3;5658588,59;Boje B Sondenparameter 08;Tiefe;24,0;m
2014-2933;0033;26.08.2014;11:10:00;376510,19;5660027,58;Boje E Sondenparameter 03;Tiefe;2,0;m
2014-1458;0002;29.04.2014;09:00:00;373719,3;5658588,59;Boje B Tiefenstufe 2m;Tiefe;2,0;m
2014-0908;0005;18.03.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;Tiefe;8,0;m
2014-3748;0015;28.10.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 15;Tiefe;26,0;m
2014-2549;0007;29.07.2014;08:50:00;373719,3;5658588,59;Boje B Sondenparameter 07;Tiefe;21,0;m
2014-1856;0004;27.05.2014;10:30:00;373059,55;5658958,10;Eturm Sondenparameter 04;Tiefe;6,0;m
2014-0905;0004;18.03.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 04;Tiefe;9,0;m
2014-3748;0011;28.10.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 11;Tiefe;21,0;m
2014-3003;0007;02.09.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 07;Tiefe;16,0;m
2014-0905;0006;18.03.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 06;Tiefe;15,0;m
2014-0908;0007;18.03.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 15m;Tiefe;15,0;m
2014-0742;0006;04.03.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 06;Tiefe;10,0;m
2014-2080;0034;16.06.2014;11:15:00;376510,19;5660027,58;Boje E Sondenparameter 04;Tiefe;3,0;m
2014-3945;0007;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 07;Tiefe;17,0;m
2014-3222;0001;16.09.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 0m;Tiefe;0,0;m
2014-3223;0009;16.09.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 09;Tiefe;21,0;m
2014-1458;0010;29.04.2014;09:00:00;373719,3;5658588,59;Boje B Tiefenstufe 30m;Tiefe;30,0;m
2014-1458;0001;29.04.2014;09:00:00;373719,3;5658588,59;Boje B Tiefenstufe 0m;Tiefe;0,1;m
2014-2549;0003;29.07.2014;08:50:00;373719,3;5658588,59;Boje B Sondenparameter 03;Tiefe;8,0;m
2014-1456;0001;29.04.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 01;Tiefe;0,1;m
2014-1456;0013;29.04.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 13;Tiefe;29,0;m
2014-2639;0016;05.08.2014;10:20:00;373059,55;5658958,10;Eturm Sondenparameter 16;Tiefe;34,0;m
2014-0742;0011;04.03.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 11;Tiefe;23,0;m
2014-2549;0001;29.07.2014;08:50:00;373719,3;5658588,59;Boje B Sondenparameter 01;Tiefe;0,0;m
2014-3747;0008;28.10.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Tiefe;20,0;m
2014-3747;0002;28.10.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 2m;Tiefe;2,0;m
2014-2933;0021;26.08.2014;10:40:00;375415,4;5659285,28;Boje D Sondenparameter 01;Tiefe;0,0;m
2014-3222;0002;16.09.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 2m;Tiefe;2,0;m
2014-2549;0038;29.07.2014;11:10:00;376510,19;5660027,58;Boje E Sondenparameter 08;Tiefe;7,1;m
2014-2933;0001;26.08.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 01;Tiefe;0,0;m
2014-0252;0015;28.01.2014;10:20:00;374556,98;5659393,1;Boje C Sondenparameter 05;;15,0;
2014-0742;0007;04.03.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 07;Tiefe;13,0;m
2014-3662;0006;20.10.2014;09:50:00;373719,3;5658588,59;Boje B Sondenparameter 06;Tiefe;14,0;m
2014-1856;0015;27.05.2014;10:30:00;373059,55;5658958,10;Eturm Sondenparameter 15;Tiefe;31,0;m
2014-1856;0013;27.05.2014;10:30:00;373059,55;5658958,10;Eturm Sondenparameter 13;Tiefe;26,0;m
2014-2080;0012;16.06.2014;10:15:00;374556,98;5659393,1;Boje C Sondenparameter 02;Tiefe;2,0;m
2014-3662;0018;20.10.2014;10:40:00;374556,98;5659393,1;Boje C Sondenparameter 08;Tiefe;17,0;m
2014-3662;0023;20.10.2014;11:20:00;375415,4;5659285,28;Boje D Sondenparameter 03;Tiefe;3,0;m
2014-1663;0007;12.05.2014;11:00:00;373719,3;5658588,59;Boje B Tiefenstufe 15m;Tiefe;15,0;m
2014-3662;0005;20.10.2014;09:50:00;373719,3;5658588,59;Boje B Sondenparameter 05;Tiefe;12,0;m
2014-0741;0001;04.03.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 0m;Tiefe;0,0;m
2014-0741;0013;04.03.2014;11:30:00;373719,3;5658588,59;Boje B 0,5m über Grund;Tiefe;35,2;m
2014-3662;0003;20.10.2014;09:50:00;373719,3;5658588,59;Boje B Sondenparameter 03;Tiefe;5,0;m
2014-0532;0010;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 10;Tiefe;25,0;m
2014-2549;0020;29.07.2014;10:00:00;374556,98;5659393,1;Boje C Sondenparameter 10;Tiefe;22,0;m
2014-2549;0037;29.07.2014;11:10:00;376510,19;5660027,58;Boje E Sondenparameter 07;Tiefe;6,0;m
2014-1663;0004;12.05.2014;11:00:00;373719,3;5658588,59;Boje B Tiefenstufe 6m;Tiefe;6,0;m
2014-1663;0006;12.05.2014;11:00:00;373719,3;5658588,59;Boje B Tiefenstufe 10m;Tiefe;10,0;m
2014-1663;0009;12.05.2014;11:00:00;373719,3;5658588,59;Boje B Tiefenstufe 25m;Tiefe;25,0;m
2014-3662;0035;20.10.2014;11:40:00;376510,19;5660027,58;Boje E Sondenparameter 05;Tiefe;3,5;m
2014-1663;0005;12.05.2014;11:00:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;Tiefe;8,0;m
2014-0905;0009;18.03.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 09;Tiefe;21,0;m
2014-1663;0002;12.05.2014;11:00:00;373719,3;5658588,59;Boje B Tiefenstufe 2m;Tiefe;2,0;m
2014-2080;0040;16.06.2014;11:15:00;376510,19;5660027,58;Boje E Sondenparameter 10;Tiefe;10,0;m
2014-2549;0031;29.07.2014;11:10:00;376510,19;5660027,58;Boje E Sondenparameter 01;Tiefe;0,0;m
2014-2080;0039;16.06.2014;11:15:00;376510,19;5660027,58;Boje E Sondenparameter 09;Tiefe;8,0;m
2014-0741;0005;04.03.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;Tiefe;8,0;m
2014-1856;0001;27.05.2014;10:30:00;373059,55;5658958,10;Eturm Sondenparameter 01;Tiefe;0,0;m
2014-1663;0013;12.05.2014;11:00:00;373719,3;5658588,59;Boje B 0,5m über Grund;Tiefe;33,5;m
2014-1663;0008;12.05.2014;11:00:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Tiefe;20,0;m
2014-1663;0010;12.05.2014;11:00:00;373719,3;5658588,59;Boje B Tiefenstufe 30m;Tiefe;30,0;m
2014-0741;0008;04.03.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Tiefe;20,0;m
